"cases","cumulative_cases","date_report","province"
89,4914,"21-08-2020","BC"
1,4915,"22-08-2020","BC"
0,4915,"23-08-2020","BC"
270,5185,"24-08-2020","BC"
58,5243,"25-08-2020","BC"
62,5305,"26-08-2020","BC"
68,5373,"27-08-2020","BC"
124,5497,"28-08-2020","BC"
0,5497,"29-08-2020","BC"
0,5497,"30-08-2020","BC"
295,5792,"31-08-2020","BC"
58,5850,"01-09-2020","BC"
103,5953,"02-09-2020","BC"
89,6042,"03-09-2020","BC"
121,6163,"04-09-2020","BC"
0,6163,"05-09-2020","BC"
0,6163,"06-09-2020","BC"
0,6163,"07-09-2020","BC"
428,6591,"08-09-2020","BC"
100,6691,"09-09-2020","BC"
139,6830,"10-09-2020","BC"
132,6962,"11-09-2020","BC"
0,6962,"12-09-2020","BC"
0,6962,"13-09-2020","BC"
317,7279,"14-09-2020","BC"
97,7376,"15-09-2020","BC"
122,7498,"16-09-2020","BC"
165,7663,"17-09-2020","BC"
179,7842,"18-09-2020","BC"
0,7842,"19-09-2020","BC"
0,7842,"20-09-2020","BC"
366,8208,"21-09-2020","BC"
96,8304,"22-09-2020","BC"
91,8395,"23-09-2020","BC"
148,8543,"24-09-2020","BC"
98,8641,"25-09-2020","BC"
0,8641,"26-09-2020","BC"
0,8641,"27-09-2020","BC"
267,8908,"28-09-2020","BC"
105,9013,"29-09-2020","BC"
125,9138,"30-09-2020","BC"
82,9220,"01-10-2020","BC"
161,9381,"02-10-2020","BC"
0,9381,"03-10-2020","BC"
0,9381,"04-10-2020","BC"
358,9739,"05-10-2020","BC"
102,9841,"06-10-2020","BC"
115,9956,"07-10-2020","BC"
110,10066,"08-10-2020","BC"
119,10185,"09-10-2020","BC"
0,10185,"10-10-2020","BC"
0,10185,"11-10-2020","BC"
0,10185,"12-10-2020","BC"
549,10734,"13-10-2020","BC"
158,10892,"14-10-2020","BC"
142,11034,"15-10-2020","BC"
155,11189,"16-10-2020","BC"
0,11189,"17-10-2020","BC"
0,11189,"18-10-2020","BC"
498,11687,"19-10-2020","BC"
167,11854,"20-10-2020","BC"
203,12057,"21-10-2020","BC"
274,12331,"22-10-2020","BC"
223,12554,"23-10-2020","BC"
0,12554,"24-10-2020","BC"
0,12554,"25-10-2020","BC"
817,13371,"26-10-2020","BC"
217,13588,"27-10-2020","BC"
287,13875,"28-10-2020","BC"
234,14109,"29-10-2020","BC"
272,14381,"30-10-2020","BC"
0,14381,"31-10-2020","BC"
0,14381,"01-11-2020","BC"
1120,15501,"02-11-2020","BC"
299,15800,"03-11-2020","BC"
335,16135,"04-11-2020","BC"
425,16560,"05-11-2020","BC"
589,17149,"06-11-2020","BC"
567,17716,"07-11-2020","BC"
0,17716,"08-11-2020","BC"
998,18714,"09-11-2020","BC"
525,19239,"10-11-2020","BC"
0,19239,"11-11-2020","BC"
1129,20368,"12-11-2020","BC"
617,20985,"13-11-2020","BC"
0,20985,"14-11-2020","BC"
0,20985,"15-11-2020","BC"
1959,22944,"16-11-2020","BC"
717,23661,"17-11-2020","BC"
761,24422,"18-11-2020","BC"
536,24958,"19-11-2020","BC"
516,25474,"20-11-2020","BC"
0,25474,"21-11-2020","BC"
0,25474,"22-11-2020","BC"
1933,27407,"23-11-2020","BC"
941,28348,"24-11-2020","BC"
738,29086,"25-11-2020","BC"
887,29973,"26-11-2020","BC"
911,30884,"27-11-2020","BC"
0,30884,"28-11-2020","BC"
0,30884,"29-11-2020","BC"
2354,33238,"30-11-2020","BC"
656,33894,"01-12-2020","BC"
834,34728,"02-12-2020","BC"
693,35421,"03-12-2020","BC"
711,36132,"04-12-2020","BC"
0,36132,"05-12-2020","BC"
0,36132,"06-12-2020","BC"
2020,38152,"07-12-2020","BC"
566,38718,"08-12-2020","BC"
619,39337,"09-12-2020","BC"
723,40060,"10-12-2020","BC"
737,40797,"11-12-2020","BC"
0,40797,"12-12-2020","BC"
0,40797,"13-12-2020","BC"
2146,42943,"14-12-2020","BC"
520,43463,"15-12-2020","BC"
640,44103,"16-12-2020","BC"
673,44776,"17-12-2020","BC"
624,45400,"18-12-2020","BC"
0,45400,"19-12-2020","BC"
0,45400,"20-12-2020","BC"
1666,47066,"21-12-2020","BC"
444,47510,"22-12-2020","BC"
517,48027,"23-12-2020","BC"
582,48609,"24-12-2020","BC"
0,48609,"25-12-2020","BC"
0,48609,"26-12-2020","BC"
0,48609,"27-12-2020","BC"
0,48609,"28-12-2020","BC"
2206,50815,"29-12-2020","BC"
485,51300,"30-12-2020","BC"
690,51990,"31-12-2020","BC"
0,51990,"01-01-2021","BC"
0,51990,"02-01-2021","BC"
0,51990,"03-01-2021","BC"
2211,54201,"04-01-2021","BC"
428,54629,"05-01-2021","BC"
625,55254,"06-01-2021","BC"
761,56015,"07-01-2021","BC"
617,56632,"08-01-2021","BC"
0,56632,"09-01-2021","BC"
0,56632,"10-01-2021","BC"
1475,58107,"11-01-2021","BC"
446,58553,"12-01-2021","BC"
519,59072,"13-01-2021","BC"
536,59608,"14-01-2021","BC"
509,60117,"15-01-2021","BC"
0,60117,"16-01-2021","BC"
0,60117,"17-01-2021","BC"
1330,61447,"18-01-2021","BC"
465,61912,"19-01-2021","BC"
500,62412,"20-01-2021","BC"
564,62976,"21-01-2021","BC"
508,63484,"22-01-2021","BC"
0,63484,"23-01-2021","BC"
0,63484,"24-01-2021","BC"
0,0,"25-01-2020","Manitoba"
0,0,"26-01-2020","Manitoba"
0,0,"27-01-2020","Manitoba"
0,0,"28-01-2020","Manitoba"
0,0,"29-01-2020","Manitoba"
0,0,"30-01-2020","Manitoba"
0,0,"31-01-2020","Manitoba"
0,0,"01-02-2020","Manitoba"
0,0,"02-02-2020","Manitoba"
0,0,"03-02-2020","Manitoba"
0,0,"04-02-2020","Manitoba"
0,0,"05-02-2020","Manitoba"
0,0,"06-02-2020","Manitoba"
0,0,"07-02-2020","Manitoba"
0,0,"08-02-2020","Manitoba"
0,0,"09-02-2020","Manitoba"
0,0,"10-02-2020","Manitoba"
0,0,"11-02-2020","Manitoba"
0,0,"12-02-2020","Manitoba"
0,0,"13-02-2020","Manitoba"
0,0,"14-02-2020","Manitoba"
0,0,"15-02-2020","Manitoba"
0,0,"16-02-2020","Manitoba"
0,0,"17-02-2020","Manitoba"
0,0,"18-02-2020","Manitoba"
0,0,"19-02-2020","Manitoba"
0,0,"20-02-2020","Manitoba"
0,0,"21-02-2020","Manitoba"
0,0,"22-02-2020","Manitoba"
0,0,"23-02-2020","Manitoba"
0,0,"24-02-2020","Manitoba"
0,0,"25-02-2020","Manitoba"
0,0,"26-02-2020","Manitoba"
0,0,"27-02-2020","Manitoba"
0,0,"28-02-2020","Manitoba"
0,0,"29-02-2020","Manitoba"
0,0,"01-03-2020","Manitoba"
0,0,"02-03-2020","Manitoba"
0,0,"03-03-2020","Manitoba"
0,0,"04-03-2020","Manitoba"
0,0,"05-03-2020","Manitoba"
0,0,"06-03-2020","Manitoba"
0,0,"07-03-2020","Manitoba"
0,0,"08-03-2020","Manitoba"
0,0,"09-03-2020","Manitoba"
