"cumulative_deaths","date_death_report","deaths","province"
7,"02-07-2020",0,"Manitoba"
7,"03-07-2020",0,"Manitoba"
7,"04-07-2020",0,"Manitoba"
7,"05-07-2020",0,"Manitoba"
7,"06-07-2020",0,"Manitoba"
7,"07-07-2020",0,"Manitoba"
7,"08-07-2020",0,"Manitoba"
7,"09-07-2020",0,"Manitoba"
7,"10-07-2020",0,"Manitoba"
7,"11-07-2020",0,"Manitoba"
7,"12-07-2020",0,"Manitoba"
7,"13-07-2020",0,"Manitoba"
7,"14-07-2020",0,"Manitoba"
7,"15-07-2020",0,"Manitoba"
7,"16-07-2020",0,"Manitoba"
7,"17-07-2020",0,"Manitoba"
7,"18-07-2020",0,"Manitoba"
7,"19-07-2020",0,"Manitoba"
7,"20-07-2020",0,"Manitoba"
7,"21-07-2020",0,"Manitoba"
7,"22-07-2020",0,"Manitoba"
7,"23-07-2020",0,"Manitoba"
7,"24-07-2020",0,"Manitoba"
7,"25-07-2020",0,"Manitoba"
7,"26-07-2020",0,"Manitoba"
7,"27-07-2020",0,"Manitoba"
8,"28-07-2020",1,"Manitoba"
8,"29-07-2020",0,"Manitoba"
8,"30-07-2020",0,"Manitoba"
8,"31-07-2020",0,"Manitoba"
8,"01-08-2020",0,"Manitoba"
8,"02-08-2020",0,"Manitoba"
8,"03-08-2020",0,"Manitoba"
8,"04-08-2020",0,"Manitoba"
8,"05-08-2020",0,"Manitoba"
8,"06-08-2020",0,"Manitoba"
8,"07-08-2020",0,"Manitoba"
8,"08-08-2020",0,"Manitoba"
8,"09-08-2020",0,"Manitoba"
8,"10-08-2020",0,"Manitoba"
8,"11-08-2020",0,"Manitoba"
8,"12-08-2020",0,"Manitoba"
8,"13-08-2020",0,"Manitoba"
8,"14-08-2020",0,"Manitoba"
9,"15-08-2020",1,"Manitoba"
9,"16-08-2020",0,"Manitoba"
9,"17-08-2020",0,"Manitoba"
11,"18-08-2020",2,"Manitoba"
12,"19-08-2020",1,"Manitoba"
12,"20-08-2020",0,"Manitoba"
12,"21-08-2020",0,"Manitoba"
12,"22-08-2020",0,"Manitoba"
12,"23-08-2020",0,"Manitoba"
12,"24-08-2020",0,"Manitoba"
13,"25-08-2020",1,"Manitoba"
13,"26-08-2020",0,"Manitoba"
14,"27-08-2020",1,"Manitoba"
14,"28-08-2020",0,"Manitoba"
14,"29-08-2020",0,"Manitoba"
14,"30-08-2020",0,"Manitoba"
14,"31-08-2020",0,"Manitoba"
14,"01-09-2020",0,"Manitoba"
14,"02-09-2020",0,"Manitoba"
16,"03-09-2020",2,"Manitoba"
16,"04-09-2020",0,"Manitoba"
16,"05-09-2020",0,"Manitoba"
16,"06-09-2020",0,"Manitoba"
16,"07-09-2020",0,"Manitoba"
16,"08-09-2020",0,"Manitoba"
16,"09-09-2020",0,"Manitoba"
16,"10-09-2020",0,"Manitoba"
16,"11-09-2020",0,"Manitoba"
16,"12-09-2020",0,"Manitoba"
16,"13-09-2020",0,"Manitoba"
16,"14-09-2020",0,"Manitoba"
16,"15-09-2020",0,"Manitoba"
16,"16-09-2020",0,"Manitoba"
16,"17-09-2020",0,"Manitoba"
16,"18-09-2020",0,"Manitoba"
16,"19-09-2020",0,"Manitoba"
16,"20-09-2020",0,"Manitoba"
18,"21-09-2020",2,"Manitoba"
18,"22-09-2020",0,"Manitoba"
18,"23-09-2020",0,"Manitoba"
19,"24-09-2020",1,"Manitoba"
19,"25-09-2020",0,"Manitoba"
19,"26-09-2020",0,"Manitoba"
19,"27-09-2020",0,"Manitoba"
20,"28-09-2020",1,"Manitoba"
20,"29-09-2020",0,"Manitoba"
20,"30-09-2020",0,"Manitoba"
20,"01-10-2020",0,"Manitoba"
21,"02-10-2020",1,"Manitoba"
22,"03-10-2020",1,"Manitoba"
23,"04-10-2020",1,"Manitoba"
23,"05-10-2020",0,"Manitoba"
24,"06-10-2020",1,"Manitoba"
27,"07-10-2020",3,"Manitoba"
27,"08-10-2020",0,"Manitoba"
30,"09-10-2020",3,"Manitoba"
32,"10-10-2020",2,"Manitoba"
32,"11-10-2020",0,"Manitoba"
34,"12-10-2020",2,"Manitoba"
35,"13-10-2020",1,"Manitoba"
37,"14-10-2020",2,"Manitoba"
38,"15-10-2020",1,"Manitoba"
38,"16-10-2020",0,"Manitoba"
38,"17-10-2020",0,"Manitoba"
40,"18-10-2020",2,"Manitoba"
42,"19-10-2020",2,"Manitoba"
42,"20-10-2020",0,"Manitoba"
43,"21-10-2020",1,"Manitoba"
47,"22-10-2020",4,"Manitoba"
48,"23-10-2020",1,"Manitoba"
50,"24-10-2020",2,"Manitoba"
54,"25-10-2020",4,"Manitoba"
55,"26-10-2020",1,"Manitoba"
58,"27-10-2020",3,"Manitoba"
61,"28-10-2020",3,"Manitoba"
62,"29-10-2020",1,"Manitoba"
65,"30-10-2020",3,"Manitoba"
69,"31-10-2020",4,"Manitoba"
75,"01-11-2020",6,"Manitoba"
80,"02-11-2020",5,"Manitoba"
85,"03-11-2020",5,"Manitoba"
87,"04-11-2020",2,"Manitoba"
91,"05-11-2020",4,"Manitoba"
96,"06-11-2020",5,"Manitoba"
103,"07-11-2020",7,"Manitoba"
106,"08-11-2020",3,"Manitoba"
109,"09-11-2020",3,"Manitoba"
114,"10-11-2020",5,"Manitoba"
123,"11-11-2020",9,"Manitoba"
132,"12-11-2020",9,"Manitoba"
137,"13-11-2020",5,"Manitoba"
152,"14-11-2020",15,"Manitoba"
162,"15-11-2020",10,"Manitoba"
172,"16-11-2020",10,"Manitoba"
179,"17-11-2020",7,"Manitoba"
190,"18-11-2020",11,"Manitoba"
198,"19-11-2020",8,"Manitoba"
207,"20-11-2020",9,"Manitoba"
217,"21-11-2020",10,"Manitoba"
229,"22-11-2020",12,"Manitoba"
235,"23-11-2020",6,"Manitoba"
247,"24-11-2020",12,"Manitoba"
256,"25-11-2020",9,"Manitoba"
266,"26-11-2020",10,"Manitoba"
280,"27-11-2020",14,"Manitoba"
290,"28-11-2020",10,"Manitoba"
301,"29-11-2020",11,"Manitoba"
312,"30-11-2020",11,"Manitoba"
328,"01-12-2020",16,"Manitoba"
342,"02-12-2020",14,"Manitoba"
354,"03-12-2020",12,"Manitoba"
363,"04-12-2020",9,"Manitoba"
382,"05-12-2020",19,"Manitoba"
395,"06-12-2020",13,"Manitoba"
407,"07-12-2020",12,"Manitoba"
420,"08-12-2020",13,"Manitoba"
438,"09-12-2020",18,"Manitoba"
451,"10-12-2020",13,"Manitoba"
465,"11-12-2020",14,"Manitoba"
483,"12-12-2020",18,"Manitoba"
490,"13-12-2020",7,"Manitoba"
499,"14-12-2020",9,"Manitoba"
508,"15-12-2020",9,"Manitoba"
523,"16-12-2020",15,"Manitoba"
537,"17-12-2020",14,"Manitoba"
547,"18-12-2020",10,"Manitoba"
555,"19-12-2020",8,"Manitoba"
568,"20-12-2020",13,"Manitoba"
572,"21-12-2020",4,"Manitoba"
590,"22-12-2020",18,"Manitoba"
605,"23-12-2020",15,"Manitoba"
617,"24-12-2020",12,"Manitoba"
617,"25-12-2020",0,"Manitoba"
617,"26-12-2020",0,"Manitoba"
645,"27-12-2020",28,"Manitoba"
654,"28-12-2020",9,"Manitoba"
659,"29-12-2020",5,"Manitoba"
661,"30-12-2020",2,"Manitoba"
667,"31-12-2020",6,"Manitoba"
667,"01-01-2021",0,"Manitoba"
678,"02-01-2021",11,"Manitoba"
683,"03-01-2021",5,"Manitoba"
688,"04-01-2021",5,"Manitoba"
695,"05-01-2021",7,"Manitoba"
705,"06-01-2021",10,"Manitoba"
717,"07-01-2021",12,"Manitoba"
726,"08-01-2021",9,"Manitoba"
733,"09-01-2021",7,"Manitoba"
737,"10-01-2021",4,"Manitoba"
740,"11-01-2021",3,"Manitoba"
748,"12-01-2021",8,"Manitoba"
753,"13-01-2021",5,"Manitoba"
755,"14-01-2021",2,"Manitoba"
759,"15-01-2021",4,"Manitoba"
761,"16-01-2021",2,"Manitoba"
769,"17-01-2021",8,"Manitoba"
773,"18-01-2021",4,"Manitoba"
784,"19-01-2021",11,"Manitoba"
790,"20-01-2021",6,"Manitoba"
795,"21-01-2021",5,"Manitoba"
0,"08-03-2020",0,"New Brunswick"
0,"09-03-2020",0,"New Brunswick"
0,"10-03-2020",0,"New Brunswick"
0,"11-03-2020",0,"New Brunswick"
0,"12-03-2020",0,"New Brunswick"
0,"13-03-2020",0,"New Brunswick"
0,"14-03-2020",0,"New Brunswick"
0,"15-03-2020",0,"New Brunswick"
0,"16-03-2020",0,"New Brunswick"
0,"17-03-2020",0,"New Brunswick"
0,"18-03-2020",0,"New Brunswick"
0,"19-03-2020",0,"New Brunswick"
0,"20-03-2020",0,"New Brunswick"
0,"21-03-2020",0,"New Brunswick"
0,"22-03-2020",0,"New Brunswick"
0,"23-03-2020",0,"New Brunswick"
0,"24-03-2020",0,"New Brunswick"
0,"25-03-2020",0,"New Brunswick"
0,"26-03-2020",0,"New Brunswick"
0,"27-03-2020",0,"New Brunswick"
0,"28-03-2020",0,"New Brunswick"
0,"29-03-2020",0,"New Brunswick"
0,"30-03-2020",0,"New Brunswick"
0,"31-03-2020",0,"New Brunswick"
0,"01-04-2020",0,"New Brunswick"
0,"02-04-2020",0,"New Brunswick"
0,"03-04-2020",0,"New Brunswick"
0,"04-04-2020",0,"New Brunswick"
0,"05-04-2020",0,"New Brunswick"
0,"06-04-2020",0,"New Brunswick"
0,"07-04-2020",0,"New Brunswick"
0,"08-04-2020",0,"New Brunswick"
0,"09-04-2020",0,"New Brunswick"
0,"10-04-2020",0,"New Brunswick"
0,"11-04-2020",0,"New Brunswick"
0,"12-04-2020",0,"New Brunswick"
0,"13-04-2020",0,"New Brunswick"
0,"14-04-2020",0,"New Brunswick"
0,"15-04-2020",0,"New Brunswick"
0,"16-04-2020",0,"New Brunswick"
0,"17-04-2020",0,"New Brunswick"
0,"18-04-2020",0,"New Brunswick"
0,"19-04-2020",0,"New Brunswick"
0,"20-04-2020",0,"New Brunswick"
0,"21-04-2020",0,"New Brunswick"
0,"22-04-2020",0,"New Brunswick"
0,"23-04-2020",0,"New Brunswick"
0,"24-04-2020",0,"New Brunswick"
0,"25-04-2020",0,"New Brunswick"
0,"26-04-2020",0,"New Brunswick"
0,"27-04-2020",0,"New Brunswick"
0,"28-04-2020",0,"New Brunswick"
0,"29-04-2020",0,"New Brunswick"
0,"30-04-2020",0,"New Brunswick"
0,"01-05-2020",0,"New Brunswick"
0,"02-05-2020",0,"New Brunswick"
0,"03-05-2020",0,"New Brunswick"
0,"04-05-2020",0,"New Brunswick"
0,"05-05-2020",0,"New Brunswick"
0,"06-05-2020",0,"New Brunswick"
0,"07-05-2020",0,"New Brunswick"
0,"08-05-2020",0,"New Brunswick"
0,"09-05-2020",0,"New Brunswick"
0,"10-05-2020",0,"New Brunswick"
0,"11-05-2020",0,"New Brunswick"
0,"12-05-2020",0,"New Brunswick"
0,"13-05-2020",0,"New Brunswick"
0,"14-05-2020",0,"New Brunswick"
0,"15-05-2020",0,"New Brunswick"
0,"16-05-2020",0,"New Brunswick"
0,"17-05-2020",0,"New Brunswick"
0,"18-05-2020",0,"New Brunswick"
0,"19-05-2020",0,"New Brunswick"
0,"20-05-2020",0,"New Brunswick"
0,"21-05-2020",0,"New Brunswick"
0,"22-05-2020",0,"New Brunswick"
0,"23-05-2020",0,"New Brunswick"
0,"24-05-2020",0,"New Brunswick"
0,"25-05-2020",0,"New Brunswick"
0,"26-05-2020",0,"New Brunswick"
0,"27-05-2020",0,"New Brunswick"
0,"28-05-2020",0,"New Brunswick"
0,"29-05-2020",0,"New Brunswick"
0,"30-05-2020",0,"New Brunswick"
0,"31-05-2020",0,"New Brunswick"
0,"01-06-2020",0,"New Brunswick"
0,"02-06-2020",0,"New Brunswick"
0,"03-06-2020",0,"New Brunswick"
1,"04-06-2020",1,"New Brunswick"
1,"05-06-2020",0,"New Brunswick"
1,"06-06-2020",0,"New Brunswick"
1,"07-06-2020",0,"New Brunswick"
1,"08-06-2020",0,"New Brunswick"
1,"09-06-2020",0,"New Brunswick"
1,"10-06-2020",0,"New Brunswick"
1,"11-06-2020",0,"New Brunswick"
1,"12-06-2020",0,"New Brunswick"
2,"13-06-2020",1,"New Brunswick"
2,"14-06-2020",0,"New Brunswick"
2,"15-06-2020",0,"New Brunswick"
2,"16-06-2020",0,"New Brunswick"
2,"17-06-2020",0,"New Brunswick"
2,"18-06-2020",0,"New Brunswick"
2,"19-06-2020",0,"New Brunswick"
2,"20-06-2020",0,"New Brunswick"
2,"21-06-2020",0,"New Brunswick"
2,"22-06-2020",0,"New Brunswick"
2,"23-06-2020",0,"New Brunswick"
2,"24-06-2020",0,"New Brunswick"
2,"25-06-2020",0,"New Brunswick"
2,"26-06-2020",0,"New Brunswick"
2,"27-06-2020",0,"New Brunswick"
2,"28-06-2020",0,"New Brunswick"
2,"29-06-2020",0,"New Brunswick"
2,"30-06-2020",0,"New Brunswick"
2,"01-07-2020",0,"New Brunswick"
2,"02-07-2020",0,"New Brunswick"
2,"03-07-2020",0,"New Brunswick"
2,"04-07-2020",0,"New Brunswick"
2,"05-07-2020",0,"New Brunswick"
2,"06-07-2020",0,"New Brunswick"
2,"07-07-2020",0,"New Brunswick"
2,"08-07-2020",0,"New Brunswick"
2,"09-07-2020",0,"New Brunswick"
2,"10-07-2020",0,"New Brunswick"
2,"11-07-2020",0,"New Brunswick"
2,"12-07-2020",0,"New Brunswick"
2,"13-07-2020",0,"New Brunswick"
2,"14-07-2020",0,"New Brunswick"
2,"15-07-2020",0,"New Brunswick"
2,"16-07-2020",0,"New Brunswick"
2,"17-07-2020",0,"New Brunswick"
2,"18-07-2020",0,"New Brunswick"
2,"19-07-2020",0,"New Brunswick"
2,"20-07-2020",0,"New Brunswick"
2,"21-07-2020",0,"New Brunswick"
2,"22-07-2020",0,"New Brunswick"
2,"23-07-2020",0,"New Brunswick"
2,"24-07-2020",0,"New Brunswick"
2,"25-07-2020",0,"New Brunswick"
2,"26-07-2020",0,"New Brunswick"
2,"27-07-2020",0,"New Brunswick"
2,"28-07-2020",0,"New Brunswick"
2,"29-07-2020",0,"New Brunswick"
2,"30-07-2020",0,"New Brunswick"
2,"31-07-2020",0,"New Brunswick"
2,"01-08-2020",0,"New Brunswick"
2,"02-08-2020",0,"New Brunswick"
2,"03-08-2020",0,"New Brunswick"
2,"04-08-2020",0,"New Brunswick"
2,"05-08-2020",0,"New Brunswick"
2,"06-08-2020",0,"New Brunswick"
2,"07-08-2020",0,"New Brunswick"
2,"08-08-2020",0,"New Brunswick"
2,"09-08-2020",0,"New Brunswick"
2,"10-08-2020",0,"New Brunswick"
2,"11-08-2020",0,"New Brunswick"
2,"12-08-2020",0,"New Brunswick"
2,"13-08-2020",0,"New Brunswick"
2,"14-08-2020",0,"New Brunswick"
2,"15-08-2020",0,"New Brunswick"
2,"16-08-2020",0,"New Brunswick"
2,"17-08-2020",0,"New Brunswick"
2,"18-08-2020",0,"New Brunswick"
2,"19-08-2020",0,"New Brunswick"
2,"20-08-2020",0,"New Brunswick"
2,"21-08-2020",0,"New Brunswick"
2,"22-08-2020",0,"New Brunswick"
2,"23-08-2020",0,"New Brunswick"
2,"24-08-2020",0,"New Brunswick"
2,"25-08-2020",0,"New Brunswick"
2,"26-08-2020",0,"New Brunswick"
2,"27-08-2020",0,"New Brunswick"
2,"28-08-2020",0,"New Brunswick"
2,"29-08-2020",0,"New Brunswick"
2,"30-08-2020",0,"New Brunswick"
2,"31-08-2020",0,"New Brunswick"
2,"01-09-2020",0,"New Brunswick"
2,"02-09-2020",0,"New Brunswick"
2,"03-09-2020",0,"New Brunswick"
2,"04-09-2020",0,"New Brunswick"
2,"05-09-2020",0,"New Brunswick"
2,"06-09-2020",0,"New Brunswick"
2,"07-09-2020",0,"New Brunswick"
2,"08-09-2020",0,"New Brunswick"
2,"09-09-2020",0,"New Brunswick"
2,"10-09-2020",0,"New Brunswick"
2,"11-09-2020",0,"New Brunswick"
2,"12-09-2020",0,"New Brunswick"
2,"13-09-2020",0,"New Brunswick"
2,"14-09-2020",0,"New Brunswick"
2,"15-09-2020",0,"New Brunswick"
2,"16-09-2020",0,"New Brunswick"
2,"17-09-2020",0,"New Brunswick"
2,"18-09-2020",0,"New Brunswick"
2,"19-09-2020",0,"New Brunswick"
2,"20-09-2020",0,"New Brunswick"
2,"21-09-2020",0,"New Brunswick"
2,"22-09-2020",0,"New Brunswick"
2,"23-09-2020",0,"New Brunswick"
2,"24-09-2020",0,"New Brunswick"
2,"25-09-2020",0,"New Brunswick"
2,"26-09-2020",0,"New Brunswick"
2,"27-09-2020",0,"New Brunswick"
2,"28-09-2020",0,"New Brunswick"
2,"29-09-2020",0,"New Brunswick"
2,"30-09-2020",0,"New Brunswick"
2,"01-10-2020",0,"New Brunswick"
2,"02-10-2020",0,"New Brunswick"
2,"03-10-2020",0,"New Brunswick"
2,"04-10-2020",0,"New Brunswick"
2,"05-10-2020",0,"New Brunswick"
2,"06-10-2020",0,"New Brunswick"
2,"07-10-2020",0,"New Brunswick"
2,"08-10-2020",0,"New Brunswick"
2,"09-10-2020",0,"New Brunswick"
2,"10-10-2020",0,"New Brunswick"
2,"11-10-2020",0,"New Brunswick"
2,"12-10-2020",0,"New Brunswick"
2,"13-10-2020",0,"New Brunswick"
2,"14-10-2020",0,"New Brunswick"
2,"15-10-2020",0,"New Brunswick"
2,"16-10-2020",0,"New Brunswick"
2,"17-10-2020",0,"New Brunswick"
3,"18-10-2020",1,"New Brunswick"
3,"19-10-2020",0,"New Brunswick"
3,"20-10-2020",0,"New Brunswick"
4,"21-10-2020",1,"New Brunswick"
4,"22-10-2020",0,"New Brunswick"
4,"23-10-2020",0,"New Brunswick"
4,"24-10-2020",0,"New Brunswick"
6,"25-10-2020",2,"New Brunswick"
6,"26-10-2020",0,"New Brunswick"
6,"27-10-2020",0,"New Brunswick"
6,"28-10-2020",0,"New Brunswick"
6,"29-10-2020",0,"New Brunswick"
6,"30-10-2020",0,"New Brunswick"
6,"31-10-2020",0,"New Brunswick"
6,"01-11-2020",0,"New Brunswick"
6,"02-11-2020",0,"New Brunswick"
6,"03-11-2020",0,"New Brunswick"
6,"04-11-2020",0,"New Brunswick"
6,"05-11-2020",0,"New Brunswick"
6,"06-11-2020",0,"New Brunswick"
6,"07-11-2020",0,"New Brunswick"
6,"08-11-2020",0,"New Brunswick"
6,"09-11-2020",0,"New Brunswick"
6,"10-11-2020",0,"New Brunswick"
6,"11-11-2020",0,"New Brunswick"
6,"12-11-2020",0,"New Brunswick"
6,"13-11-2020",0,"New Brunswick"
6,"14-11-2020",0,"New Brunswick"
6,"15-11-2020",0,"New Brunswick"
6,"16-11-2020",0,"New Brunswick"
6,"17-11-2020",0,"New Brunswick"
6,"18-11-2020",0,"New Brunswick"
6,"19-11-2020",0,"New Brunswick"
6,"20-11-2020",0,"New Brunswick"
6,"21-11-2020",0,"New Brunswick"
6,"22-11-2020",0,"New Brunswick"
7,"23-11-2020",1,"New Brunswick"
7,"24-11-2020",0,"New Brunswick"
7,"25-11-2020",0,"New Brunswick"
7,"26-11-2020",0,"New Brunswick"
7,"27-11-2020",0,"New Brunswick"
7,"28-11-2020",0,"New Brunswick"
7,"29-11-2020",0,"New Brunswick"
7,"30-11-2020",0,"New Brunswick"
7,"01-12-2020",0,"New Brunswick"
7,"02-12-2020",0,"New Brunswick"
7,"03-12-2020",0,"New Brunswick"
7,"04-12-2020",0,"New Brunswick"
7,"05-12-2020",0,"New Brunswick"
7,"06-12-2020",0,"New Brunswick"
7,"07-12-2020",0,"New Brunswick"
7,"08-12-2020",0,"New Brunswick"
7,"09-12-2020",0,"New Brunswick"
7,"10-12-2020",0,"New Brunswick"
8,"11-12-2020",1,"New Brunswick"
8,"12-12-2020",0,"New Brunswick"
8,"13-12-2020",0,"New Brunswick"
8,"14-12-2020",0,"New Brunswick"
8,"15-12-2020",0,"New Brunswick"
8,"16-12-2020",0,"New Brunswick"
8,"17-12-2020",0,"New Brunswick"
8,"18-12-2020",0,"New Brunswick"
8,"19-12-2020",0,"New Brunswick"
8,"20-12-2020",0,"New Brunswick"
8,"21-12-2020",0,"New Brunswick"
8,"22-12-2020",0,"New Brunswick"
8,"23-12-2020",0,"New Brunswick"
8,"24-12-2020",0,"New Brunswick"
8,"25-12-2020",0,"New Brunswick"
8,"26-12-2020",0,"New Brunswick"
8,"27-12-2020",0,"New Brunswick"
8,"28-12-2020",0,"New Brunswick"
8,"29-12-2020",0,"New Brunswick"
8,"30-12-2020",0,"New Brunswick"
9,"31-12-2020",1,"New Brunswick"
9,"01-01-2021",0,"New Brunswick"
9,"02-01-2021",0,"New Brunswick"
9,"03-01-2021",0,"New Brunswick"
9,"04-01-2021",0,"New Brunswick"
9,"05-01-2021",0,"New Brunswick"
9,"06-01-2021",0,"New Brunswick"
9,"07-01-2021",0,"New Brunswick"
9,"08-01-2021",0,"New Brunswick"
9,"09-01-2021",0,"New Brunswick"
9,"10-01-2021",0,"New Brunswick"
9,"11-01-2021",0,"New Brunswick"
11,"12-01-2021",2,"New Brunswick"
12,"13-01-2021",1,"New Brunswick"
12,"14-01-2021",0,"New Brunswick"
12,"15-01-2021",0,"New Brunswick"
12,"16-01-2021",0,"New Brunswick"
12,"17-01-2021",0,"New Brunswick"
12,"18-01-2021",0,"New Brunswick"
13,"19-01-2021",1,"New Brunswick"
13,"20-01-2021",0,"New Brunswick"
13,"21-01-2021",0,"New Brunswick"
0,"08-03-2020",0,"NL"
0,"09-03-2020",0,"NL"
0,"10-03-2020",0,"NL"
0,"11-03-2020",0,"NL"
0,"12-03-2020",0,"NL"
0,"13-03-2020",0,"NL"
0,"14-03-2020",0,"NL"
0,"15-03-2020",0,"NL"
0,"16-03-2020",0,"NL"
0,"17-03-2020",0,"NL"
0,"18-03-2020",0,"NL"
0,"19-03-2020",0,"NL"
0,"20-03-2020",0,"NL"
0,"21-03-2020",0,"NL"
0,"22-03-2020",0,"NL"
0,"23-03-2020",0,"NL"
0,"24-03-2020",0,"NL"
0,"25-03-2020",0,"NL"
0,"26-03-2020",0,"NL"
0,"27-03-2020",0,"NL"
0,"28-03-2020",0,"NL"
0,"29-03-2020",0,"NL"
1,"30-03-2020",1,"NL"
1,"31-03-2020",0,"NL"
1,"01-04-2020",0,"NL"
1,"02-04-2020",0,"NL"
1,"03-04-2020",0,"NL"
1,"04-04-2020",0,"NL"
1,"05-04-2020",0,"NL"
2,"06-04-2020",1,"NL"
2,"07-04-2020",0,"NL"
2,"08-04-2020",0,"NL"
2,"09-04-2020",0,"NL"
3,"10-04-2020",1,"NL"
3,"11-04-2020",0,"NL"
3,"12-04-2020",0,"NL"
3,"13-04-2020",0,"NL"
3,"14-04-2020",0,"NL"
3,"15-04-2020",0,"NL"
3,"16-04-2020",0,"NL"
3,"17-04-2020",0,"NL"
3,"18-04-2020",0,"NL"
3,"19-04-2020",0,"NL"
3,"20-04-2020",0,"NL"
3,"21-04-2020",0,"NL"
3,"22-04-2020",0,"NL"
3,"23-04-2020",0,"NL"
3,"24-04-2020",0,"NL"
3,"25-04-2020",0,"NL"
3,"26-04-2020",0,"NL"
3,"27-04-2020",0,"NL"
3,"28-04-2020",0,"NL"
3,"29-04-2020",0,"NL"
3,"30-04-2020",0,"NL"
3,"01-05-2020",0,"NL"
3,"02-05-2020",0,"NL"
3,"03-05-2020",0,"NL"
3,"04-05-2020",0,"NL"
3,"05-05-2020",0,"NL"
3,"06-05-2020",0,"NL"
3,"07-05-2020",0,"NL"
3,"08-05-2020",0,"NL"
3,"09-05-2020",0,"NL"
3,"10-05-2020",0,"NL"
3,"11-05-2020",0,"NL"
3,"12-05-2020",0,"NL"
3,"13-05-2020",0,"NL"
3,"14-05-2020",0,"NL"
3,"15-05-2020",0,"NL"
3,"16-05-2020",0,"NL"
3,"17-05-2020",0,"NL"
3,"18-05-2020",0,"NL"
3,"19-05-2020",0,"NL"
3,"20-05-2020",0,"NL"
3,"21-05-2020",0,"NL"
3,"22-05-2020",0,"NL"
3,"23-05-2020",0,"NL"
3,"24-05-2020",0,"NL"
3,"25-05-2020",0,"NL"
3,"26-05-2020",0,"NL"
3,"27-05-2020",0,"NL"
3,"28-05-2020",0,"NL"
3,"29-05-2020",0,"NL"
3,"30-05-2020",0,"NL"
3,"31-05-2020",0,"NL"
3,"01-06-2020",0,"NL"
3,"02-06-2020",0,"NL"
3,"03-06-2020",0,"NL"
3,"04-06-2020",0,"NL"
3,"05-06-2020",0,"NL"
3,"06-06-2020",0,"NL"
3,"07-06-2020",0,"NL"
3,"08-06-2020",0,"NL"
3,"09-06-2020",0,"NL"
3,"10-06-2020",0,"NL"
3,"11-06-2020",0,"NL"
3,"12-06-2020",0,"NL"
3,"13-06-2020",0,"NL"
3,"14-06-2020",0,"NL"
3,"15-06-2020",0,"NL"
3,"16-06-2020",0,"NL"
3,"17-06-2020",0,"NL"
3,"18-06-2020",0,"NL"
3,"19-06-2020",0,"NL"
3,"20-06-2020",0,"NL"
3,"21-06-2020",0,"NL"
3,"22-06-2020",0,"NL"
3,"23-06-2020",0,"NL"
3,"24-06-2020",0,"NL"
3,"25-06-2020",0,"NL"
3,"26-06-2020",0,"NL"
3,"27-06-2020",0,"NL"
3,"28-06-2020",0,"NL"
3,"29-06-2020",0,"NL"
3,"30-06-2020",0,"NL"
3,"01-07-2020",0,"NL"
3,"02-07-2020",0,"NL"
3,"03-07-2020",0,"NL"
3,"04-07-2020",0,"NL"
3,"05-07-2020",0,"NL"
3,"06-07-2020",0,"NL"
3,"07-07-2020",0,"NL"
3,"08-07-2020",0,"NL"
3,"09-07-2020",0,"NL"
3,"10-07-2020",0,"NL"
3,"11-07-2020",0,"NL"
3,"12-07-2020",0,"NL"
3,"13-07-2020",0,"NL"
3,"14-07-2020",0,"NL"
3,"15-07-2020",0,"NL"
3,"16-07-2020",0,"NL"
3,"17-07-2020",0,"NL"
3,"18-07-2020",0,"NL"
3,"19-07-2020",0,"NL"
3,"20-07-2020",0,"NL"
3,"21-07-2020",0,"NL"
3,"22-07-2020",0,"NL"
3,"23-07-2020",0,"NL"
3,"24-07-2020",0,"NL"
3,"25-07-2020",0,"NL"
3,"26-07-2020",0,"NL"
3,"27-07-2020",0,"NL"
3,"28-07-2020",0,"NL"
3,"29-07-2020",0,"NL"
3,"30-07-2020",0,"NL"
3,"31-07-2020",0,"NL"
3,"01-08-2020",0,"NL"
3,"02-08-2020",0,"NL"
3,"03-08-2020",0,"NL"
3,"04-08-2020",0,"NL"
3,"05-08-2020",0,"NL"
3,"06-08-2020",0,"NL"
3,"07-08-2020",0,"NL"
3,"08-08-2020",0,"NL"
3,"09-08-2020",0,"NL"
3,"10-08-2020",0,"NL"
3,"11-08-2020",0,"NL"
3,"12-08-2020",0,"NL"
3,"13-08-2020",0,"NL"
3,"14-08-2020",0,"NL"
3,"15-08-2020",0,"NL"
3,"16-08-2020",0,"NL"
3,"17-08-2020",0,"NL"
3,"18-08-2020",0,"NL"
3,"19-08-2020",0,"NL"
3,"20-08-2020",0,"NL"
3,"21-08-2020",0,"NL"
3,"22-08-2020",0,"NL"
3,"23-08-2020",0,"NL"
3,"24-08-2020",0,"NL"
3,"25-08-2020",0,"NL"
3,"26-08-2020",0,"NL"
3,"27-08-2020",0,"NL"
3,"28-08-2020",0,"NL"
3,"29-08-2020",0,"NL"
3,"30-08-2020",0,"NL"
3,"31-08-2020",0,"NL"
3,"01-09-2020",0,"NL"
3,"02-09-2020",0,"NL"
3,"03-09-2020",0,"NL"
3,"04-09-2020",0,"NL"
3,"05-09-2020",0,"NL"
3,"06-09-2020",0,"NL"
3,"07-09-2020",0,"NL"
3,"08-09-2020",0,"NL"
3,"09-09-2020",0,"NL"
